# id:2--12--8 
0.65,-4.8963563500721
-0.3,0.64252225691387
0.1,-0.4432709346562
-0.74,-1.6256689486979
0.94,-8.0264595912331
-0.87,-0.048511292190405
-0.3,0.84904110612151
0.61,-5.1216397605083
-0.88,-0.1407831113727
0.97,-9.0384800997125
0.18,-0.24081591255468
0.76,-7.3247082701117
-0.51,0.81161899950166
0.66,-5.6196111642138
0.34,-1.8465886540371
-0.83,-1.5283618302684
-0.9,-1.5020559299664
-0.96,-1.0714793513573
0.3,-1.8141550629539
-0.68,-0.13531692656876
0.68,-5.6572921420496
0.98,-10.070706890088
0.14,-0.5604790850905
0.33,-1.0859150633532
0.12,-0.23097220938538
0.04,-0.41118225596541
0.36,-2.3593612568773
0.15,-1.7337137199399
0.66,-6.6075391776276
0.91,-8.2534078826996
-0.27,1.6425184382579
0.98,-9.5238649679747
-0.05,0.141414676317
-0.98,-2.1960397687622
-0.67,0.10805734464241
0.49,-3.5263590253852
-0.19,0.057814145540064
-0.62,-0.1594145367605
0.05,-0.60060891073268
0.22,-1.2251324307867
0,-0.80753795954194
-0.54,-0.31746681063025
0.05,-0.10471540410326
-0.8,-1.0013486555269
-0.59,0.33676359284184
0.7,-5.9018468869156
-0.81,-0.83009399508516
0.98,-9.7095110728396
0.69,-4.8136419914562
0.4,-1.7064579399798
-0.65,0.27035296833789
-0.97,-2.0798185707797
-0.66,-0.31731533054096
0.11,-0.77646180938627
-0.87,-0.45615539797042
0.57,-3.9083276071152
-0.42,1.2107467674746
0.5,-3.1658899969837
0.64,-4.8956378704777
-0.67,0.86943068914662
0.81,-7.3682853705482
0.19,-1.4010623038449
0.7,-6.0184138626091
0.14,-0.042158683920753
0.17,-0.93787706588842
0.42,-1.6603015119039
0.42,-3.2809974633938
-0.33,1.2907885948808
0.87,-8.0748266849623
0.16,-0.69798594857424
-0.9,-0.51434718397192
0.14,-0.78727666641841
-0.24,1.893503127167
-0.69,0.39447782184686
-0.67,-0.16525270521948
-0.55,0.55230862677564
